21.8,5.190188,-4.5,0,1,0,-1.629207E-07
21.79905,5.190188,-4.508949,0,1,0,-1.629207E-07
21.79724,5.190188,-4.525953,0,1,0,-1.629207E-07
21.79466,5.190188,-4.550207,0,1,0,-1.629207E-07
21.79138,5.190188,-4.580984,0,1,0,-1.629207E-07
21.78748,5.190188,-4.617633,0,1,0,-1.629207E-07
21.78302,5.190188,-4.659567,0,1,0,-1.629207E-07
21.77841,5.190188,-4.706287,0,1,0,-1.629207E-07
21.77379,5.190188,-4.757323,0,1,0,-1.629207E-07
21.77114,5.190188,-4.812127,0,1,0,-1.629207E-07
21.77116,5.190188,-4.870126,0,1,0,-1.629207E-07
21.77356,5.190188,-4.931,0,1,0,-1.629207E-07
21.77812,5.190188,-4.994463,0,1,0,-1.629207E-07
21.78462,5.190188,-5.060256,0,1,0,-1.629207E-07
21.79286,5.190188,-5.128145,0,1,0,-1.629207E-07
21.80241,5.190188,-5.19799,0,1,0,-1.629207E-07
21.81312,5.190188,-5.269597,0,1,0,-1.629207E-07
21.82455,5.190188,-5.342864,0,1,0,-1.629207E-07
21.83646,5.190188,-5.417656,0,1,0,-1.629207E-07
21.84873,5.190188,-5.493835,0,1,0,-1.629207E-07
21.86132,5.190188,-5.571261,0,1,0,-1.629207E-07
21.87421,5.190188,-5.649809,0,1,0,-1.629207E-07
21.88736,5.190188,-5.729368,0,1,0,-1.629207E-07
21.90075,5.190188,-5.809836,0,1,0,-1.629207E-07
21.91435,5.190188,-5.891123,0,1,0,-1.629207E-07
21.92871,5.190188,-5.973027,0,1,0,-1.629207E-07
21.94376,5.190188,-6.055486,0,1,0,-1.629207E-07
21.95951,5.190188,-6.138425,0,1,0,-1.629207E-07
21.97581,5.190188,-6.221816,0,1,0,-1.629207E-07
21.99214,5.190188,-6.305713,0,1,0,-1.629207E-07
22.0085,5.190188,-6.390066,0,1,0,-1.629207E-07
22.02404,5.190188,-6.474946,0,1,0,-1.629207E-07
22.03707,5.190188,-6.560287,0,1,0,-1.629207E-07
22.04666,5.190188,-6.645836,0,1,0,-1.629207E-07
22.05315,5.190188,-6.731574,0,0.9997727,0,-0.02131876
22.0557,5.190188,-6.808916,0,0.9997727,0,-0.02131876
22.058,5.190188,-6.878524,0,0.9977965,0,-0.0663491
22.05441,5.190188,-6.941103,0,0.9968604,0,-0.0791797
22.04974,5.190188,-6.997323,0,0.9968604,0,-0.0791797
22.04553,5.190188,-7.047921,0,0.9940955,0,-0.1085094
22.03907,5.190188,-7.093157,0,0.9926427,0,-0.1210804
22.03223,5.190188,-7.133709,0,0.9890507,0,-0.1475761
22.02413,5.190188,-7.169825,0,0.9873922,0,-0.1582926
22.01614,5.190188,-7.202163,0,0.9873922,0,-0.1582926
22.00894,5.190188,-7.231267,0,0.9817452,0,-0.1902011
22.00079,5.190188,-7.256987,0,0.9766288,0,-0.2149333
21.99228,5.190188,-7.279734,0,0.9766288,0,-0.2149333
21.98463,5.190188,-7.300207,0,0.9699762,0,-0.2432002
21.97669,5.190188,-7.318202,0,0.9623025,0,-0.2719813
21.97669,5.190188,-7.318202,0,0.9623025,0,-0.2719813
21.97669,5.190188,-7.318202,0,0.9538004,0,-0.3004409
21.97669,5.190188,-7.318202,0,0.9538004,0,-0.3004409
21.97669,5.190188,-7.318202,0,0.9434775,0,-0.3314368
21.97631,5.190188,-7.327194,0,0.9344882,0,-0.3559943
21.97794,5.190188,-7.343936,0,0.9344882,0,-0.3559943
21.98178,5.190188,-7.367682,0,0.9237875,0,-0.3829057
21.98528,5.190188,-7.398127,0,0.9237875,0,-0.3829057
21.98971,5.190188,-7.434436,0,0.9121357,0,-0.4098882
21.99226,5.190188,-7.476278,0,0.9121358,0,-0.4098882
21.99506,5.190188,-7.522922,0,0.8997774,0,-0.4363493
21.99459,5.190188,-7.573962,0,0.8892365,0,-0.4574479
21.99106,5.190188,-7.628776,0,0.8892365,0,-0.4574479
21.98693,5.190188,-7.687059,0,0.8892365,0,-0.4574479
21.98227,5.190188,-7.748463,0,0.8892365,0,-0.4574479
21.97712,5.190188,-7.812677,0,0.8892365,0,-0.4574479
21.97153,5.190188,-7.879419,0,0.8892365,0,-0.4574479
21.96548,5.190188,-7.948428,0,0.8892365,0,-0.4574479
21.959,5.190188,-8.019476,0,0.8892365,0,-0.4574479
21.95222,5.190188,-8.092369,0,0.8892365,0,-0.4574479
21.94516,5.190188,-8.166924,0,0.8892365,0,-0.4574479
21.93787,5.190188,-8.242972,0,0.8892365,0,-0.4574479
21.93043,5.190188,-8.320374,0,0.8892365,0,-0.4574479
